customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,cluster,rank
ee517d3a38e003aabc2dc2b08a0bc6fb,110,1,1843.85,4,4,4,12,VIP_Clients,3,251
c622c9f760ecd07e8910f01da1a8efa8,29,1,1841.11,4,4,4,12,VIP_Clients,3,252
b127f98da96cebf7699050a73d8826d9,72,1,1839.05,4,3,4,11,VIP_Clients,3,253
3afe43b81b0d102b2ca5138ab53f418a,580,1,1837.16,1,1,4,6,Potential_Customers,3,254
7085964d18945061bea7d21f3a4f3c1e,44,1,1832.54,4,2,4,10,VIP_Clients,3,255
30c8445ed3d74b38901bdc6dd9d90e9e,105,1,1830.99,4,1,4,9,Loyal_Customers,3,256
78eaf64bbec5be698446f147a94ff08c,200,1,1830.9,3,2,4,9,Loyal_Customers,3,257
0dc8607bd2a9e3ba0f6f779a34fd8f1b,451,1,1830.12,1,1,4,6,Potential_Customers,3,258
1e12754604af85397680cb28482f73a6,98,1,1828.41,4,1,4,9,Loyal_Customers,3,259
789866f98a4d051812a2ad7e9c2443c0,464,1,1826.34,1,2,4,7,Potential_Customers,3,260
d7c6f5abd3a5d2d8104fcfcd7d532537,547,1,1826.07,1,4,4,9,Loyal_Customers,3,261
2612bdea8da13840fcf41e580f3aecc5,202,1,1821.87,3,1,4,8,Loyal_Customers,3,262
cfebfc0e3c40c12fa6153e1e76d2685c,31,1,1821.82,4,4,4,12,VIP_Clients,3,263
05748049eafd0da8f0a37ce5cda4dce2,192,1,1817.54,3,1,4,8,Loyal_Customers,3,264
7a58ad4933a353bfe3152b324b6af16b,142,1,1816.11,3,2,4,9,Loyal_Customers,3,265
674a31639c206a92e7077f033dcd56b7,171,1,1814.29,3,2,4,9,Loyal_Customers,3,266
dd265b228bcddbbb6142d6e9298da605,288,1,1812.33,2,4,4,10,VIP_Clients,3,267
800631fef0a782c3a8efe7d8071df64a,524,1,1810.5,1,3,4,8,Loyal_Customers,3,268
7b4af48119080837db56a8c7d53ecc08,490,1,1806.68,1,2,4,7,Potential_Customers,3,269
91d5a00f873221953fecf0445846876e,171,1,1804.05,3,3,4,10,VIP_Clients,3,270
90f0014eb4ff7a436c6505ac7dfe2a27,195,1,1803.24,3,3,4,10,VIP_Clients,3,271
b86c6a1eec592676b0ab050e49a54c20,279,1,1798.01,2,3,4,9,Loyal_Customers,3,272
399c706d8c2c93239ebf9f0287aad6c1,79,1,1797.73,4,1,4,9,Loyal_Customers,3,273
798c892185a68de46c66da84b8c3031d,516,1,1793.23,1,2,4,7,Potential_Customers,3,274
502e8addaeba926b9c154da9f3bbbecf,13,1,1789.02,4,2,4,10,VIP_Clients,3,275
ff1b3169e72d6d5f7ec72eb1d232e2ce,328,1,1787.72,2,4,4,10,VIP_Clients,3,276
6141c2f0b2588d5a833cb947ca6c1a9b,117,1,1784.2,3,2,4,9,Loyal_Customers,3,277
d5dfe91af956d7349cbb8ef18653c6de,260,1,1783.7,2,4,4,10,VIP_Clients,3,278
7606fb21cf20a7b04dcafb032d1e9ecd,564,1,1782.55,1,2,4,7,Potential_Customers,3,279
4bec6258afa662db2ba5c04e01df955f,219,1,1778.01,3,2,4,9,Loyal_Customers,3,280
d88f8c26c57542970a3db88923164c9c,258,1,1775.26,2,4,4,10,VIP_Clients,3,281
97697c5f77b484cb0cec9eaa81c679d5,361,1,1770.72,1,3,4,8,Loyal_Customers,3,282
37eb443380c8aba9174ef0dbe858fbe4,23,1,1768.4,4,1,4,9,Loyal_Customers,3,283
4a60b2ce1ee8c7b828e4bbcca5b86b41,352,1,1767.1,1,2,4,7,Potential_Customers,3,284
3069ea492e72b967405163189ad0c29b,335,1,1761.6399999999999,2,1,4,7,Potential_Customers,3,285
10342b679b1e6bca244ffe405d8b3034,48,1,1759.26,4,1,4,9,Loyal_Customers,3,286
a9f4551ff7d2289c309aa713c0d26cf3,162,1,1759.04,3,3,4,10,VIP_Clients,3,287
5c9d09439a7815d2c59d2242d90b296c,33,1,1756.1,4,2,4,10,VIP_Clients,3,288
9cb739dc712ebd193e4eb94f3aeb8d20,288,1,1755.35,2,3,4,9,Loyal_Customers,3,289
ddebb2c1ef54d5d045ebfa082cf869da,332,1,1755.21,2,4,4,10,VIP_Clients,3,290
aaaa1ef4f90f3cf6cd099870ea77e99a,279,1,1740.3899999999999,2,3,4,9,Loyal_Customers,3,291
e464bacc73c48134f460e289a5f0baf9,50,1,1738.17,4,4,4,12,VIP_Clients,3,292
67ada02dc1c10400e1bd19e1d84541ff,177,1,1736.3,3,2,4,9,Loyal_Customers,3,293
136531654012e2483205dc3be3076c58,98,1,1733.7,4,1,4,9,Loyal_Customers,3,294
3b6fe3d556f810c109eb9987775e8aec,420,1,1733.34,1,1,4,6,Potential_Customers,3,295
7372fb39ddd5b2bcfb9466a66fa69dd3,127,1,1730.87,3,2,4,9,Loyal_Customers,3,296
17a124500c28c0202b563d221b84062b,167,1,1730.87,3,1,4,8,Loyal_Customers,3,297
0e7728da0deb73f150ac54bb55a2356e,350,1,1730.04,2,1,4,7,Potential_Customers,3,298
9f494ea8a1d67d1e6e22813311751679,149,1,1729.98,3,3,4,10,VIP_Clients,3,299
e1da85c44ec16ca1c253fec643d257ab,13,1,1728.81,4,4,4,12,VIP_Clients,3,300
2569d6c5ed547bf0feaf37e32677fdaa,216,1,1727.67,3,1,4,8,Loyal_Customers,3,301
faac83b2c331891dd609c7b3626aed85,184,1,1725.64,3,4,4,11,VIP_Clients,3,302
0fca9e1dfa39a880a6f0ec6ecbc774ad,515,1,1719.92,1,1,4,6,Potential_Customers,3,303
9d5b4e1c9cea65d80c0d229f2f51f8a0,228,1,1714.21,2,3,4,9,Loyal_Customers,3,304
b8413f7f4483d2539434ada199471a33,307,1,1714.02,2,3,4,9,Loyal_Customers,3,305
54438b94370217a9ec2bc0a5d8ad8871,329,1,1710.18,2,2,4,8,Loyal_Customers,3,306
b0f06b1979dedd3f28f8f0d5e4ad08fb,23,1,1702.35,4,3,4,11,VIP_Clients,3,307
abc0fa957347a7c2e0e03ca51ba0d413,478,1,1698.56,1,3,4,8,Loyal_Customers,3,308
72dc419d76a248bf7709fccefbf4731d,459,1,1697.45,1,2,4,7,Potential_Customers,3,309
a010fb2d681cc3221824b1d1d127e59c,208,1,1693.31,3,3,4,10,VIP_Clients,3,310
b275c7d392742ce887821e789281f91e,329,1,1692.59,2,3,4,9,Loyal_Customers,3,311
e6c386cfd321a1708aa60ff6b8f46449,230,1,1692.05,2,4,4,10,VIP_Clients,3,312
7c3c95a24ec40f62f817a4b46fa1130c,349,1,1690.95,2,2,4,8,Loyal_Customers,3,313
7df3b87f2d42e48d389aee0e1922111b,178,1,1680.25,3,2,4,9,Loyal_Customers,3,314
d7dfcfd41adf9bb80e3f2838b3be52b3,488,1,1679.63,1,4,4,9,Loyal_Customers,3,315
ae32169ba42b71cae81b26a243c88254,243,1,1677.31,2,3,4,9,Loyal_Customers,3,316
9a0554df88040ba929121aa2f66bff47,124,1,1675.71,3,3,4,10,VIP_Clients,3,317
b45ea9acbd0aea9a6cf36bfefb9675b6,516,1,1672.67,1,3,4,8,Loyal_Customers,3,318
f6a8aa90561b6aadf46587268654ff4f,135,1,1672.08,3,4,4,11,VIP_Clients,3,319
4f24e59afa7758f83c982b1186a14ccc,164,1,1672.0600000000002,3,2,4,9,Loyal_Customers,3,320
ba160084e4df378993113c061b5fdb9c,228,1,1668.74,2,3,4,9,Loyal_Customers,3,321
ab85c1abaa5e143a652cb4f298fa5776,174,1,1662.02,3,3,4,10,VIP_Clients,3,322
935b0e35c27eff20b89b6dfe7753d31f,361,1,1659.85,1,3,4,8,Loyal_Customers,3,323
73de624c5fa35f4c6207d7fbd1f87c3d,152,1,1658.81,3,2,4,9,Loyal_Customers,3,324
d72181923840c8895462ab0fd7937918,345,1,1658.6999999999998,2,4,4,10,VIP_Clients,3,325
983ae657212d91e757e6413c83d2c3ae,509,1,1657.5700000000002,1,3,4,8,Loyal_Customers,3,326
7adfc76578b9a1d88f2b3f7b45d00e7f,296,1,1657.11,2,2,4,8,Loyal_Customers,3,327
c98bc4064c2da2e8f87a2476bc07a5b0,25,1,1655.6,4,4,4,12,VIP_Clients,3,328
415c13b4489f9e0714a91d93d347f924,17,1,1654.46,4,2,4,10,VIP_Clients,3,329
3c12c66685930cfd507eb4201111b516,332,1,1653.6,2,1,4,7,Potential_Customers,3,330
ec5637e1b926c79b5472bd41d67882f8,330,1,1653.6,2,4,4,10,VIP_Clients,3,331
4c8f87ae1692e8e9cb90458557bcf4cb,333,1,1653.6,2,2,4,8,Loyal_Customers,3,332
4442ce3a2d4bb4bc6c5752a8dfb37806,339,1,1653.6,2,2,4,8,Loyal_Customers,3,333
9b9681cfb00f0a6f1723cd1d4f0be965,375,1,1650.56,1,3,4,8,Loyal_Customers,3,334
76221599b5047cd29f7df811370e22d6,252,1,1650.18,2,2,4,8,Loyal_Customers,3,335
9ac5cdcba84c5425f84b159685728624,533,1,1648.64,1,3,4,8,Loyal_Customers,3,336
606f7c772e826808d23dd8c1cb343fb3,162,1,1645.82,3,2,4,9,Loyal_Customers,3,337
2131f859f33715756b10efb97d873a85,50,1,1644.76,4,1,4,9,Loyal_Customers,3,338
ecb76cdf1d50c4f7e5395c07f1edf46a,420,1,1644.57,1,4,4,9,Loyal_Customers,3,339
94167b0d4256412ff0bd9e2184e32f32,272,1,1644.36,2,3,4,9,Loyal_Customers,3,340
b95975b682b09a1890557a1ab4021873,328,1,1643.64,2,3,4,9,Loyal_Customers,3,341
135e503efe2b8d5fdf89541557c5aa37,442,1,1643.04,1,1,4,6,Potential_Customers,3,342
b97669f12cafebbe9441bf4af0a8fe2a,232,1,1642.54,2,3,4,9,Loyal_Customers,3,343
90753daa6413261a983655426ca2ca9c,286,1,1642.11,2,3,4,9,Loyal_Customers,3,344
812620275ae6895f00773306dfc75769,336,1,1640.6,2,3,4,9,Loyal_Customers,3,345
c9607e9e58a2fa52ddfc9049b12e6cb2,78,1,1638.72,4,4,4,12,VIP_Clients,3,346
159132ab31eb3c8a1061ed18967f720b,86,1,1638.35,4,1,4,9,Loyal_Customers,3,347
d1f24011654af00df1a8326c6cb8aac1,331,1,1635.64,2,4,4,10,VIP_Clients,3,348
17b48c3c14659979aca9d9bb5e057dee,327,1,1635.64,2,1,4,7,Potential_Customers,3,349
ed7c9514731cc85c9cd18dbf8115e8b0,335,1,1635.64,2,4,4,10,VIP_Clients,3,350
61691ca23f39f8e8e2d01afdc2f00e41,75,1,1635.54,4,2,4,10,VIP_Clients,3,351
6d22de51ac143b9d3c0f64d53788ea12,205,1,1635.51,3,2,4,9,Loyal_Customers,3,352
e3e4e76e7ffd5eb15e29a7a18c5560d2,408,1,1629.33,1,4,4,9,Loyal_Customers,3,353
800967a7a5167197fb9b1d50a2ef8075,206,1,1628.6,3,3,4,10,VIP_Clients,3,354
0bc92ea0f454d4bce3665b5716cfa58d,212,1,1628.6,3,1,4,8,Loyal_Customers,3,355
89c46cb52627885f021d66d9af2b46fb,103,1,1628.07,4,3,4,11,VIP_Clients,3,356
a2593be583c3bec897ec5664bb6e4770,328,1,1627.84,2,3,4,9,Loyal_Customers,3,357
c4c271a679216c43812602c08b2104cd,548,1,1626.8300000000002,1,4,4,9,Loyal_Customers,3,358
89644ae442e654506e57ed7604a7ec73,66,1,1626.65,4,3,4,11,VIP_Clients,3,359
b40a20f4014af9d16d3239b690c5a626,290,1,1623.94,2,3,4,9,Loyal_Customers,3,360
88324c93ce11436ae046563bf0da285c,163,1,1619.73,3,3,4,10,VIP_Clients,3,361
448e41e75cc937589f669fdb39577f53,373,1,1617.8400000000001,1,2,4,7,Potential_Customers,3,362
61a7c7e572b59b43e4949306cc785b67,331,1,1605.14,2,2,4,8,Loyal_Customers,3,363
8e6d1663d54c1c7aac1cb0bae73df8b4,317,1,1605.14,2,3,4,9,Loyal_Customers,3,364
e54e09bbe2be2674c611aa7a6456a8e7,356,1,1603.25,1,4,4,9,Loyal_Customers,3,365
2a1f6d64684615ad73ce7d05586115ed,178,1,1603.0800000000002,3,1,4,8,Loyal_Customers,3,366
ad21255ff9650ff11d50513eff3eed15,150,1,1600.51,3,3,4,10,VIP_Clients,3,367
1dbc055ccab23ed894267767e268e8a1,404,1,1591.25,1,1,4,6,Potential_Customers,3,368
daee6b701a5a602c82bc88c89b25e03b,356,1,1590.25,1,4,4,9,Loyal_Customers,3,369
a2ea4194defe74e061e09d5edae0f67f,75,1,1589.57,4,3,4,11,VIP_Clients,3,370
8d14023e66eb2ea7ce18fd20e4985b00,48,1,1588.92,4,3,4,11,VIP_Clients,3,371
ee71738b499b48c62028729cc9fcb5da,191,1,1584.96,3,4,4,11,VIP_Clients,3,372
7074bf81824d0b653d0f13bc3b846c18,352,1,1583.71,1,2,4,7,Potential_Customers,3,373
4fc9e35cc1c1237488346652e2487231,510,1,1575.05,1,2,4,7,Potential_Customers,3,374
df2af8efbfb8b719e19e7e08d0017759,41,1,1570.79,4,4,4,12,VIP_Clients,3,375
774a93f58af283167817a7a186680553,84,1,1570.21,4,2,4,10,VIP_Clients,3,376
cb2daf3eedb65b061c0db7e981660829,42,1,1568.72,4,4,4,12,VIP_Clients,3,377
d0e4ede0ade3adc750a7caa060dfb000,252,1,1564.0700000000002,2,4,4,10,VIP_Clients,3,378
8a71eb0a0092b48c6cf685f059bf0940,49,1,1562.5700000000002,4,3,4,11,VIP_Clients,3,379
f19beee41a937253515eac4b47aaa81b,139,1,1556.7,3,4,4,11,VIP_Clients,3,380
72892c89f327bcf5bdbf99b6be13eb5a,46,1,1556.67,4,2,4,10,VIP_Clients,3,381
42ceed495d827c53515fdd269934ed96,185,1,1555.23,3,2,4,9,Loyal_Customers,3,382
73a6fd83d86ec00cea2c16a45be6a8a5,150,1,1550.68,3,2,4,9,Loyal_Customers,3,383
9a2dd61cc19001c3ace30736bb37b2cb,114,1,1549.41,4,3,4,11,VIP_Clients,3,384
dcb1185961f747a1b343ad31c2baadfe,140,1,1544.62,3,4,4,11,VIP_Clients,3,385
75e945badd2a39af63ee8c8b05af8fb3,16,1,1543.25,4,2,4,10,VIP_Clients,3,386
144957a2e04105304fc865b8c59e13a4,488,1,1541.7,1,1,4,6,Potential_Customers,3,387
c7eb06383ae604616cb4c9d36fe6745e,454,1,1537.04,1,4,4,9,Loyal_Customers,3,388
bf17225a188dcade4977ee362920d1b7,472,1,1535.22,1,3,4,8,Loyal_Customers,3,389
bea0b054bee4fb73d7696824ab10084c,313,1,1534.98,2,3,4,9,Loyal_Customers,3,390
729b15bf469f3b62d400f30ad18e7395,545,1,1534.58,1,2,4,7,Potential_Customers,3,391
134339079e12e3d40c72a5c3025c021f,122,1,1533.62,3,1,4,8,Loyal_Customers,3,392
ac5fce3f511bfbc2099eeed240a1194d,257,1,1530.5,2,3,4,9,Loyal_Customers,3,393
3f0b493fe107e4453cc7c9e7a8f57f29,87,1,1528.0300000000002,4,1,4,9,Loyal_Customers,3,394
e0e7ee625cb2646f1049f7602dde6d37,87,1,1528.0300000000002,4,4,4,12,VIP_Clients,3,395
2f602347f836fb37d192a2bc4798a471,225,1,1527.51,2,1,4,7,Potential_Customers,3,396
d24e7b7be23c2ba1000d85d181c968cc,301,1,1526.26,2,4,4,10,VIP_Clients,3,397
3d4bc7f585bc0534e4a0c00c086721b2,165,1,1525.78,3,1,4,8,Loyal_Customers,3,398
227a79ef99a0af837f323596c76bcac2,361,1,1524.24,1,1,4,6,Potential_Customers,3,399
7a40171d9866d44cdeb70537d2727fc6,169,1,1522.99,3,2,4,9,Loyal_Customers,3,400
ca90771e164c2fb0236f757caa80e13a,11,1,1521.75,4,4,4,12,VIP_Clients,3,401
a8416fc432d7c6de9f5ac20b3b713e4d,41,1,1520.71,4,3,4,11,VIP_Clients,3,402
c330f7967c92a086239c675991cb6aa6,133,1,1518.55,3,4,4,11,VIP_Clients,3,403
6d810c063cf4f8b61034a89103ae9cba,276,1,1517.7,2,2,4,8,Loyal_Customers,3,404
0938950f35a397c0373882168b080808,172,1,1511.86,3,1,4,8,Loyal_Customers,3,405
b366cf48c2ccad341f8e7aff1658f511,336,1,1507.56,2,3,4,9,Loyal_Customers,3,406
ec56b6bee3c781e39de8d735fa29f1c7,388,1,1506.68,1,4,4,9,Loyal_Customers,3,407
37589709e8da3fb3e3835c7c7b942de7,137,1,1506.05,3,1,4,8,Loyal_Customers,3,408
15a4891890d4d0a7262782ca51ed93a6,457,1,1504.61,1,1,4,6,Potential_Customers,3,409
2bb90453c5b070eeacd965903f376375,111,1,1501.45,4,1,4,9,Loyal_Customers,3,410
7ac99a97fd540a8add7900eec14ecc2b,42,1,1500.19,4,2,4,10,VIP_Clients,3,411
9e73bdfbdae3df7c758e2c049c16265a,219,1,1499.87,3,3,4,10,VIP_Clients,3,412
318168026c8d63d150f69ebd54c3d887,55,1,1498.46,4,1,4,9,Loyal_Customers,3,413
84e3f5e3a5b64618391c80a3df331d2a,247,1,1493.45,2,3,4,9,Loyal_Customers,3,414
1979a929d283342dbba6654a2e2fc4a6,76,1,1490.53,4,1,4,9,Loyal_Customers,3,415
7afdb6b1737919a448daeb749ee49758,302,1,1489.47,2,2,4,8,Loyal_Customers,3,416
98ef9188ce9357bd77f60150a935c7fb,32,1,1488.59,4,3,4,11,VIP_Clients,3,417
9d542a8821d0d62a8e1a21d61781b90b,300,1,1485.31,2,3,4,9,Loyal_Customers,3,418
72a4878a79935a45e5acec3b541af15a,309,1,1482.42,2,2,4,8,Loyal_Customers,3,419
91f92cfee46b79581b05aa974dd57ce5,231,1,1482.24,2,3,4,9,Loyal_Customers,3,420
d8724f5c495f80e4e4cf56b8be67668d,530,1,1481.03,1,4,4,9,Loyal_Customers,3,421
284e326e8a71e55bdb0b210ddfabaa27,23,1,1480.73,4,1,4,9,Loyal_Customers,3,422
281fb8b9868caf9889214e5a8d56e271,306,1,1479.51,2,1,4,7,Potential_Customers,3,423
bf5b4a36dd34728d4ef30e6085f22ab3,301,1,1479.51,2,4,4,10,VIP_Clients,3,424
a5252e81424e5fb2c7ddf01256cf94e0,311,1,1479.51,2,3,4,9,Loyal_Customers,3,425
e6db53dc3619628a8e024f3e1f4abc86,323,1,1479.51,2,4,4,10,VIP_Clients,3,426
547a0b4f2de7e4276e3cf1c92f15dcd6,303,1,1479.51,2,2,4,8,Loyal_Customers,3,427
0732c0881c70ebcda536a4b14e9db106,301,1,1479.51,2,1,4,7,Potential_Customers,3,428
687f63c64f1b99fbd97d3d1e940c781a,299,1,1479.51,2,2,4,8,Loyal_Customers,3,429
73522d9ec5b4e4b71550fc64f77cfa27,236,1,1478.95,2,2,4,8,Loyal_Customers,3,430
e52b71f689001defd2ddf659c41e7324,22,1,1478.48,4,4,4,12,VIP_Clients,3,431
08efe453abf9faae610fb606c1d7bbdc,175,1,1478.45,3,1,4,8,Loyal_Customers,3,432
92f640eaa92da7fa7edc6ea1cdd54814,246,1,1476.8,2,3,4,9,Loyal_Customers,3,433
86bf8cd37ddc4f324fa6d2c1607f443a,139,1,1476.07,3,3,4,10,VIP_Clients,3,434
41a940125f7b30d8219a2672baba478c,240,1,1475.08,2,2,4,8,Loyal_Customers,3,435
4433a42a21cf55f9f413f4063c244dd4,25,1,1474.76,4,2,4,10,VIP_Clients,3,436
4d878374bb178e7ea50dfeb9e269c7f5,242,1,1474.42,2,2,4,8,Loyal_Customers,3,437
ffc0c21bf66cb129c62d8f89ed19c26c,38,1,1472.47,4,4,4,12,VIP_Clients,3,438
d1ea8164411774eb6b46718f894eaace,318,1,1471.51,2,4,4,10,VIP_Clients,3,439
3faee0bb2909b67bc79d9f5650f728c2,300,1,1471.51,2,1,4,7,Potential_Customers,3,440
51478fa6f626871ba9023c80585e4952,318,1,1471.51,2,2,4,8,Loyal_Customers,3,441
fe5113a38e3575c04f5a3413100d4e48,310,1,1471.51,2,4,4,10,VIP_Clients,3,442
f6c39f83de772dd502809cee2fee4c41,308,1,1471.51,2,4,4,10,VIP_Clients,3,443
5ef96fa144b65e2a90bde1f64b2fd5b8,74,1,1468.45,4,2,4,10,VIP_Clients,3,444
c48f80d49ae289dd9a54abcec2ba76bd,288,1,1463.3700000000001,2,4,4,10,VIP_Clients,3,445
68ae86b97d6adb244de7a0ee88a7585b,113,1,1462.65,4,2,4,10,VIP_Clients,3,446
7af79c8f9ecbb3aa777e5688430cc480,92,1,1458.51,4,2,4,10,VIP_Clients,3,447
e36e321d6221a2d35b686a0ae10b4323,225,1,1453.3,2,4,4,10,VIP_Clients,3,448
bc3d576cf17f2ee6476cb6f8d34ffb54,269,1,1444.62,2,3,4,9,Loyal_Customers,3,449
9f03c12d78d5dfec18b888fc6bc7ecb7,415,1,1442.8400000000001,1,3,4,8,Loyal_Customers,3,450
f0b595a446e1c9dcfe68e3cd35d7d380,70,1,1442.79,4,4,4,12,VIP_Clients,3,451
3f4c1215f72bf4746c1cb05b436e64f1,357,1,1442.15,1,1,4,6,Potential_Customers,3,452
78fc46047c4a639e81ff65f0396e02fe,274,1,1440.1,2,2,4,8,Loyal_Customers,3,453
f6417110d62f24e1b4cf5a09b62ae4be,124,1,1439.27,3,4,4,11,VIP_Clients,3,454
60c3b5e9a49680687f57dec245ff4878,88,1,1437.64,4,2,4,10,VIP_Clients,3,455
4aaf2e132ff894de3976a232d80ad20a,291,1,1437.15,2,2,4,8,Loyal_Customers,3,456
d332b2c8f76002bd5b5f7a0aa166fc25,238,1,1437.1,2,4,4,10,VIP_Clients,3,457
68e79cc3fee7ad5c306be406d94afec7,138,1,1436.84,3,2,4,9,Loyal_Customers,3,458
6f241d5bbb142b6f764387c8c270645a,111,1,1436.46,4,2,4,10,VIP_Clients,3,459
e4bee874d6368c127e7ca2a6fd7545ff,73,1,1435.97,4,4,4,12,VIP_Clients,3,460
c3e330dca0531fa7992cd8aa1628f979,512,1,1435.58,1,4,4,9,Loyal_Customers,3,461
94ac84bc898f972e862ef42c86ee39ea,234,1,1433.04,2,3,4,9,Loyal_Customers,3,462
956db7328e406f8d4ff14c4763d8956c,102,1,1432.92,4,3,4,11,VIP_Clients,3,463
8584b76166e1999bbcb0347b7e8aa5ff,62,1,1431.63,4,3,4,11,VIP_Clients,3,464
403c76bf4d3111f8c5518ef8ae0349b6,157,1,1431.33,3,2,4,9,Loyal_Customers,3,465
797472460f0cedec7cf30016d1304f63,94,1,1430.91,4,2,4,10,VIP_Clients,3,466
250dfa98c84cdde19347af0428388a8c,167,1,1429.59,3,1,4,8,Loyal_Customers,3,467
978fa5a467a746e14b62c2cbab1a261a,127,1,1427.5800000000002,3,3,4,10,VIP_Clients,3,468
46e0d12aabd5f68050e1fde28849e8df,285,1,1427.25,2,2,4,8,Loyal_Customers,3,469
b829375aba0fe46daa0cae92cfadfa95,330,1,1427.04,2,3,4,9,Loyal_Customers,3,470
39fa7824ffb1f851a35059b1329d3d6d,43,1,1426.5800000000002,4,1,4,9,Loyal_Customers,3,471
4f0da4955b04c7b24168eecf63581092,246,1,1426.57,2,2,4,8,Loyal_Customers,3,472
f716918648ce7de63976aa640b0c885f,279,1,1425.56,2,4,4,10,VIP_Clients,3,473
1e43e8b919aefb09fc5004e3b46a14ef,272,1,1425.56,2,1,4,7,Potential_Customers,3,474
14f1aa9f09ea57b04d0cedf0febb33c4,270,1,1424.45,2,1,4,7,Potential_Customers,3,475
d5f904394797111628341b09859b9033,511,1,1424.0,1,4,4,9,Loyal_Customers,3,476
a9dc96b027d1252bbac0a9b72d837fc6,691,1,1423.55,1,3,4,8,Loyal_Customers,3,477
a46a646a753f6ff3ddca8e7532a6889b,82,1,1423.21,4,3,4,11,VIP_Clients,3,478
7e316274286ef7d20ccf81dc106594fb,430,1,1422.05,1,2,4,7,Potential_Customers,3,479
5e312b0d9bf5c91599eb42120e633b19,436,1,1421.69,1,2,4,7,Potential_Customers,3,480
b115c9e03fe6ed4c0b0ad50733f1ae98,139,1,1418.8600000000001,3,3,4,10,VIP_Clients,3,481
4a438a83f19e019e648366017858bad5,53,1,1416.95,4,2,4,10,VIP_Clients,3,482
e8f78b7883f7712e1d0fb7a2f59fc38a,381,1,1416.7,1,4,4,9,Loyal_Customers,3,483
809bd95c2a1c148967634227e843316b,88,1,1416.41,4,3,4,11,VIP_Clients,3,484
603564505956f89291ccd8427a206a2a,321,1,1415.8,2,2,4,8,Loyal_Customers,3,485
3d8d6040155a88249b41c00fde1e7629,112,1,1415.66,4,1,4,9,Loyal_Customers,3,486
e1e09210e58d30df8e147c5a53eeaaf0,132,1,1415.66,3,4,4,11,VIP_Clients,3,487
b4d23b30963fc02dd0e8f2ce917b2ecc,42,1,1414.7,4,3,4,11,VIP_Clients,3,488
dc7cfdba05837cc07d53bf3e8ed07da5,455,1,1411.62,1,4,4,9,Loyal_Customers,3,489
6c9248ca8a88d31092ae006ff63b12a4,394,1,1411.13,1,2,4,7,Potential_Customers,3,490
e2fbfd87f1077e0bdd44a5adca62c65f,544,1,1409.12,1,4,4,9,Loyal_Customers,3,491
7edfd764e07775e2990a885b60f84141,384,1,1404.41,1,2,4,7,Potential_Customers,3,492
222e4c4d91c814cafc5badfe6a02c574,124,1,1404.2400000000002,3,1,4,8,Loyal_Customers,3,493
d8acb46c718975948423dbf1b603b959,217,1,1403.66,3,4,4,11,VIP_Clients,3,494
fa4de7819dda8ca15bf86e413ba6473f,346,1,1401.85,2,4,4,10,VIP_Clients,3,495
214c9a1e18b8592e8a56bfcf31514b9b,506,1,1400.33,1,1,4,6,Potential_Customers,3,496
ba441b699aeb3bb9afd7ec9c732ec617,268,1,1400.0300000000002,2,3,4,9,Loyal_Customers,3,497
702e844f1c2e77ce0d9cb9211c7c19e4,305,1,1395.76,2,2,4,8,Loyal_Customers,3,498
0edc831063e713610ad25d10ffb74848,190,1,1394.77,3,1,4,8,Loyal_Customers,3,499
74caf64e68fcb4dcf49a9e3b1766922f,62,1,1392.37,4,2,4,10,VIP_Clients,3,500
